PositionalColumnId,Position,varexp_main.csv_OriginalHeader,varexp_main.csv_NormalizedHeader,plc_m_varexp.csv_OriginalHeader,plc_m_varexp.csv_NormalizedHeader,G03_varexp.csv_OriginalHeader,G03_varexp.csv_NormalizedHeader,BFU_varexp.csv_OriginalHeader,BFU_varexp.csv_NormalizedHeader,E02_varexp.csv_OriginalHeader,E02_varexp.csv_NormalizedHeader,VariantGroup,Status,CandidateCanonicalName,AutomaticMergeAllowed,ManualReviewRequired
VAREXP_COL_186,186,104_NetworkName,104_NETWORKNAME,104_NetworkName,104_NETWORKNAME,104_NetworkName,104_NETWORKNAME,104_NetworkName,104_NETWORKNAME,104_NetworkName,104_NETWORKNAME,COMMON_EXACT_VAREXP_COL_186,KNOWN_COMMON_HEADER,104_NetworkName,TRUE,FALSE
VAREXP_COL_187,187,104_DeviceName,104_DEVICENAME,104_DeviceName,104_DEVICENAME,104_DeviceName,104_DEVICENAME,104_DeviceName,104_DEVICENAME,104_DeviceName,104_DEVICENAME,COMMON_EXACT_VAREXP_COL_187,KNOWN_COMMON_HEADER,104_DeviceName,TRUE,FALSE
VAREXP_COL_188,188,104_SectorName,104_SECTORNAME,104_SectorName,104_SECTORNAME,104_SectorName,104_SECTORNAME,104_SectorName,104_SECTORNAME,104_SectorName,104_SECTORNAME,COMMON_EXACT_VAREXP_COL_188,KNOWN_COMMON_HEADER,104_SectorName,TRUE,FALSE
VAREXP_COL_189,189,104_IOA,104_IOA,104_IOA,104_IOA,104_IOA,104_IOA,104_IOA,104_IOA,104_IOA,104_IOA,COMMON_EXACT_VAREXP_COL_189,KNOWN_COMMON_HEADER,104_IOA,TRUE,FALSE
VAREXP_COL_190,190,104_Type,104_TYPE,104_Type,104_TYPE,104_Type,104_TYPE,104_Type,104_TYPE,104_Type,104_TYPE,COMMON_EXACT_VAREXP_COL_190,KNOWN_COMMON_HEADER,104_Type,TRUE,FALSE
VAREXP_COL_191,191,104_WriteIOA,104_WRITEIOA,104_WriteIOA,104_WRITEIOA,104_WriteIOA,104_WRITEIOA,104_WriteIOA,104_WRITEIOA,104_WriteIOA,104_WRITEIOA,COMMON_EXACT_VAREXP_COL_191,KNOWN_COMMON_HEADER,104_WriteIOA,TRUE,FALSE
VAREXP_COL_192,192,104_SBO,104_SBO,104_SBO,104_SBO,104_SBO,104_SBO,104_SBO,104_SBO,104_SBO,104_SBO,COMMON_EXACT_VAREXP_COL_192,KNOWN_COMMON_HEADER,104_SBO,TRUE,FALSE
VAREXP_COL_193,193,104_QLorQU,104_QLORQU,104_QLorQU,104_QLORQU,104_QLorQU,104_QLORQU,104_QLorQU,104_QLORQU,104_QLorQU,104_QLORQU,COMMON_EXACT_VAREXP_COL_193,KNOWN_COMMON_HEADER,104_QLorQU,TRUE,FALSE
VAREXP_COL_194,194,104_WriteTimeTag,104_WRITETIMETAG,104_WriteTimeTag,104_WRITETIMETAG,104_WriteTimeTag,104_WRITETIMETAG,104_WriteTimeTag,104_WRITETIMETAG,104_WriteTimeTag,104_WRITETIMETAG,COMMON_EXACT_VAREXP_COL_194,KNOWN_COMMON_HEADER,104_WriteTimeTag,TRUE,FALSE
VAREXP_COL_195,195,104_MappingBit,104_MAPPINGBIT,104_MappingBit,104_MAPPINGBIT,104_MappingBit,104_MAPPINGBIT,104_MappingBit,104_MAPPINGBIT,104_MappingBit,104_MAPPINGBIT,COMMON_EXACT_VAREXP_COL_195,KNOWN_COMMON_HEADER,104_MappingBit,TRUE,FALSE
VAREXP_COL_196,196,IEC61850_MappingType,IEC61850_MAPPINGTYPE,IEC61850_MappingType,IEC61850_MAPPINGTYPE,IEC61850_MappingType,IEC61850_MAPPINGTYPE,IEC61850_MappingType,IEC61850_MAPPINGTYPE,IEC61850_MappingType,IEC61850_MAPPINGTYPE,COMMON_EXACT_VAREXP_COL_196,KNOWN_COMMON_HEADER,IEC61850_MappingType,TRUE,FALSE
VAREXP_COL_197,197,IEC61850_Network,IEC61850_NETWORK,IEC61850_Network,IEC61850_NETWORK,IEC61850_Network,IEC61850_NETWORK,IEC61850_Network,IEC61850_NETWORK,IEC61850_Network,IEC61850_NETWORK,COMMON_EXACT_VAREXP_COL_197,KNOWN_COMMON_HEADER,IEC61850_Network,TRUE,FALSE
VAREXP_COL_198,198,IEC61850_PhysicalDevice,IEC61850_PHYSICALDEVICE,IEC61850_PhysicalDevice,IEC61850_PHYSICALDEVICE,IEC61850_PhysicalDevice,IEC61850_PHYSICALDEVICE,IEC61850_PhysicalDevice,IEC61850_PHYSICALDEVICE,IEC61850_PhysicalDevice,IEC61850_PHYSICALDEVICE,COMMON_EXACT_VAREXP_COL_198,KNOWN_COMMON_HEADER,IEC61850_PhysicalDevice,TRUE,FALSE
VAREXP_COL_199,199,IEC61850_DataGroup,IEC61850_DATAGROUP,IEC61850_DataGroup,IEC61850_DATAGROUP,IEC61850_DataGroup,IEC61850_DATAGROUP,IEC61850_DataGroup,IEC61850_DATAGROUP,IEC61850_DataGroup,IEC61850_DATAGROUP,COMMON_EXACT_VAREXP_COL_199,KNOWN_COMMON_HEADER,IEC61850_DataGroup,TRUE,FALSE
VAREXP_COL_200,200,IEC61850_DataGroupMember,IEC61850_DATAGROUPMEMBER,IEC61850_DataGroupMember,IEC61850_DATAGROUPMEMBER,IEC61850_DataGroupMember,IEC61850_DATAGROUPMEMBER,IEC61850_DataGroupMember,IEC61850_DATAGROUPMEMBER,IEC61850_DataGroupMember,IEC61850_DATAGROUPMEMBER,COMMON_EXACT_VAREXP_COL_200,KNOWN_COMMON_HEADER,IEC61850_DataGroupMember,TRUE,FALSE
VAREXP_COL_201,201,IEC61850_DataGroupMemberField,IEC61850_DATAGROUPMEMBERFIELD,IEC61850_DataGroupMemberField,IEC61850_DATAGROUPMEMBERFIELD,IEC61850_DataGroupMemberField,IEC61850_DATAGROUPMEMBERFIELD,IEC61850_DataGroupMemberField,IEC61850_DATAGROUPMEMBERFIELD,IEC61850_DataGroupMemberField,IEC61850_DATAGROUPMEMBERFIELD,COMMON_EXACT_VAREXP_COL_201,KNOWN_COMMON_HEADER,IEC61850_DataGroupMemberField,TRUE,FALSE
VAREXP_COL_202,202,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_202,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_202,FALSE,TRUE
VAREXP_COL_203,203,IEC61850_CommonDataClass,IEC61850_COMMONDATACLASS,IEC61850_CommonDataClass,IEC61850_COMMONDATACLASS,IEC61850_CommonDataClass,IEC61850_COMMONDATACLASS,IEC61850_CommonDataClass,IEC61850_COMMONDATACLASS,IEC61850_CommonDataClass,IEC61850_COMMONDATACLASS,COMMON_EXACT_VAREXP_COL_203,KNOWN_COMMON_HEADER,IEC61850_CommonDataClass,TRUE,FALSE
VAREXP_COL_204,204,IEC61850_ControlModel,IEC61850_CONTROLMODEL,IEC61850_ControlModel,IEC61850_CONTROLMODEL,IEC61850_ControlModel,IEC61850_CONTROLMODEL,IEC61850_ControlModel,IEC61850_CONTROLMODEL,IEC61850_ControlModel,IEC61850_CONTROLMODEL,COMMON_EXACT_VAREXP_COL_204,KNOWN_COMMON_HEADER,IEC61850_ControlModel,TRUE,FALSE
VAREXP_COL_205,205,IEC61850_NotUseTimeStamp,IEC61850_NOTUSETIMESTAMP,IEC61850_NotUseTimeStamp,IEC61850_NOTUSETIMESTAMP,IEC61850_NotUseTimeStamp,IEC61850_NOTUSETIMESTAMP,IEC61850_NotUseTimeStamp,IEC61850_NOTUSETIMESTAMP,IEC61850_NotUseTimeStamp,IEC61850_NOTUSETIMESTAMP,COMMON_EXACT_VAREXP_COL_205,KNOWN_COMMON_HEADER,IEC61850_NotUseTimeStamp,TRUE,FALSE
VAREXP_COL_206,206,IEC61850_NotUseQuality,IEC61850_NOTUSEQUALITY,IEC61850_NotUseQuality,IEC61850_NOTUSEQUALITY,IEC61850_NotUseQuality,IEC61850_NOTUSEQUALITY,IEC61850_NotUseQuality,IEC61850_NOTUSEQUALITY,IEC61850_NotUseQuality,IEC61850_NOTUSEQUALITY,COMMON_EXACT_VAREXP_COL_206,KNOWN_COMMON_HEADER,IEC61850_NotUseQuality,TRUE,FALSE
VAREXP_COL_207,207,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_207,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_207,FALSE,TRUE
VAREXP_COL_208,208,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_208,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_208,FALSE,TRUE
VAREXP_COL_209,209,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_209,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_209,FALSE,TRUE
VAREXP_COL_210,210,BACnet_EDEFileName,BACNET_EDEFILENAME,BACnet_EDEFileName,BACNET_EDEFILENAME,BACnet_EDEFileName,BACNET_EDEFILENAME,BACnet_EDEFileName,BACNET_EDEFILENAME,BACnet_EDEFileName,BACNET_EDEFILENAME,COMMON_EXACT_VAREXP_COL_210,KNOWN_COMMON_HEADER,BACnet_EDEFileName,TRUE,FALSE
VAREXP_COL_211,211,BACnet_EDEKeyname,BACNET_EDEKEYNAME,BACnet_EDEKeyname,BACNET_EDEKEYNAME,BACnet_EDEKeyname,BACNET_EDEKEYNAME,BACnet_EDEKeyname,BACNET_EDEKEYNAME,BACnet_EDEKeyname,BACNET_EDEKEYNAME,COMMON_EXACT_VAREXP_COL_211,KNOWN_COMMON_HEADER,BACnet_EDEKeyname,TRUE,FALSE
VAREXP_COL_212,212,104_Signed,104_SIGNED,104_Signed,104_SIGNED,104_Signed,104_SIGNED,104_Signed,104_SIGNED,104_Signed,104_SIGNED,COMMON_EXACT_VAREXP_COL_212,KNOWN_COMMON_HEADER,104_Signed,TRUE,FALSE
VAREXP_COL_213,213,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_213,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_213,FALSE,TRUE
VAREXP_COL_214,214,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_214,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_214,FALSE,TRUE
VAREXP_COL_215,215,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_215,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_215,FALSE,TRUE
VAREXP_COL_216,216,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_216,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_216,FALSE,TRUE
VAREXP_COL_217,217,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_217,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_217,FALSE,TRUE
VAREXP_COL_218,218,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_218,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_218,FALSE,TRUE
VAREXP_COL_219,219,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_219,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_219,FALSE,TRUE
VAREXP_COL_220,220,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_220,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_220,FALSE,TRUE
VAREXP_COL_221,221,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_221,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_221,FALSE,TRUE
VAREXP_COL_222,222,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_222,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_222,FALSE,TRUE
VAREXP_COL_223,223,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_223,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_223,FALSE,TRUE
VAREXP_COL_224,224,BACnet_VarType,BACNET_VARTYPE,BACnet_VarType,BACNET_VARTYPE,BACnet_VarType,BACNET_VARTYPE,BACnet_VarType,BACNET_VARTYPE,BACnet_VarType,BACNET_VARTYPE,COMMON_EXACT_VAREXP_COL_224,KNOWN_COMMON_HEADER,BACnet_VarType,TRUE,FALSE
VAREXP_COL_225,225,BACnet_AlarmType,BACNET_ALARMTYPE,BACnet_AlarmType,BACNET_ALARMTYPE,BACnet_AlarmType,BACNET_ALARMTYPE,BACnet_AlarmType,BACNET_ALARMTYPE,BACnet_AlarmType,BACNET_ALARMTYPE,COMMON_EXACT_VAREXP_COL_225,KNOWN_COMMON_HEADER,BACnet_AlarmType,TRUE,FALSE
VAREXP_COL_226,226,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_226,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_226,FALSE,TRUE
VAREXP_COL_227,227,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_227,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_227,FALSE,TRUE
VAREXP_COL_228,228,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_228,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_228,FALSE,TRUE
VAREXP_COL_229,229,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_229,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_229,FALSE,TRUE
VAREXP_COL_230,230,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_230,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_230,FALSE,TRUE
VAREXP_COL_231,231,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_231,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_231,FALSE,TRUE
VAREXP_COL_232,232,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_232,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_232,FALSE,TRUE
VAREXP_COL_233,233,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_233,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_233,FALSE,TRUE
VAREXP_COL_234,234,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_234,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_234,FALSE,TRUE
VAREXP_COL_235,235,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_235,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_235,FALSE,TRUE
VAREXP_COL_236,236,SNMP_NetworkName,SNMP_NETWORKNAME,SNMP_NetworkName,SNMP_NETWORKNAME,SNMP_NetworkName,SNMP_NETWORKNAME,SNMP_NetworkName,SNMP_NETWORKNAME,SNMP_NetworkName,SNMP_NETWORKNAME,COMMON_EXACT_VAREXP_COL_236,KNOWN_COMMON_HEADER,SNMP_NetworkName,TRUE,FALSE
VAREXP_COL_237,237,SNMP_DeviceName,SNMP_DEVICENAME,SNMP_DeviceName,SNMP_DEVICENAME,SNMP_DeviceName,SNMP_DEVICENAME,SNMP_DeviceName,SNMP_DEVICENAME,SNMP_DeviceName,SNMP_DEVICENAME,COMMON_EXACT_VAREXP_COL_237,KNOWN_COMMON_HEADER,SNMP_DeviceName,TRUE,FALSE
VAREXP_COL_238,238,SNMP_ScanGroupName,SNMP_SCANGROUPNAME,SNMP_ScanGroupName,SNMP_SCANGROUPNAME,SNMP_ScanGroupName,SNMP_SCANGROUPNAME,SNMP_ScanGroupName,SNMP_SCANGROUPNAME,SNMP_ScanGroupName,SNMP_SCANGROUPNAME,COMMON_EXACT_VAREXP_COL_238,KNOWN_COMMON_HEADER,SNMP_ScanGroupName,TRUE,FALSE
VAREXP_COL_239,239,SNMP_DataType,SNMP_DATATYPE,SNMP_DataType,SNMP_DATATYPE,SNMP_DataType,SNMP_DATATYPE,SNMP_DataType,SNMP_DATATYPE,SNMP_DataType,SNMP_DATATYPE,COMMON_EXACT_VAREXP_COL_239,KNOWN_COMMON_HEADER,SNMP_DataType,TRUE,FALSE
VAREXP_COL_240,240,SNMP_OID,SNMP_OID,SNMP_OID,SNMP_OID,SNMP_OID,SNMP_OID,SNMP_OID,SNMP_OID,SNMP_OID,SNMP_OID,COMMON_EXACT_VAREXP_COL_240,KNOWN_COMMON_HEADER,SNMP_OID,TRUE,FALSE
VAREXP_COL_241,241,SNMP_DisableReading,SNMP_DISABLEREADING,SNMP_DisableReading,SNMP_DISABLEREADING,SNMP_DisableReading,SNMP_DISABLEREADING,SNMP_DisableReading,SNMP_DISABLEREADING,SNMP_DisableReading,SNMP_DISABLEREADING,COMMON_EXACT_VAREXP_COL_241,KNOWN_COMMON_HEADER,SNMP_DisableReading,TRUE,FALSE
VAREXP_COL_242,242,SNMP_WithInitialValue,SNMP_WITHINITIALVALUE,SNMP_WithInitialvalue,SNMP_WITHINITIALVALUE,SNMP_WithInitialValue,SNMP_WITHINITIALVALUE,SNMP_WithInitialValue,SNMP_WITHINITIALVALUE,SNMP_WithInitialvalue,SNMP_WITHINITIALVALUE,CASE_ALIAS_VAREXP_COL_242,CASE_ONLY_VARIANT,SNMP_WithInitialValue,TRUE,FALSE
VAREXP_COL_243,243,SNMP_InitialValue,SNMP_INITIALVALUE,SNMP_Initialvalue,SNMP_INITIALVALUE,SNMP_InitialValue,SNMP_INITIALVALUE,SNMP_InitialValue,SNMP_INITIALVALUE,SNMP_Initialvalue,SNMP_INITIALVALUE,CASE_ALIAS_VAREXP_COL_243,CASE_ONLY_VARIANT,SNMP_InitialValue,TRUE,FALSE
VAREXP_COL_244,244,SNMP_Offset,SNMP_OFFSET,SNMP_Offset,SNMP_OFFSET,SNMP_Offset,SNMP_OFFSET,SNMP_Offset,SNMP_OFFSET,SNMP_Offset,SNMP_OFFSET,COMMON_EXACT_VAREXP_COL_244,KNOWN_COMMON_HEADER,SNMP_Offset,TRUE,FALSE
VAREXP_COL_245,245,SNMP_ExtractionField,SNMP_EXTRACTIONFIELD,SNMP_ExtractionField,SNMP_EXTRACTIONFIELD,SNMP_ExtractionField,SNMP_EXTRACTIONFIELD,SNMP_ExtractionField,SNMP_EXTRACTIONFIELD,SNMP_ExtractionField,SNMP_EXTRACTIONFIELD,COMMON_EXACT_VAREXP_COL_245,KNOWN_COMMON_HEADER,SNMP_ExtractionField,TRUE,FALSE
VAREXP_COL_246,246,SNMP_RemoveNoPrintableCharacters,SNMP_REMOVENOPRINTABLECHARACTERS,SNMP_RemoveNoPrintableCharacters,SNMP_REMOVENOPRINTABLECHARACTERS,SNMP_RemoveNoPrintableCharacters,SNMP_REMOVENOPRINTABLECHARACTERS,SNMP_RemoveNoPrintableCharacters,SNMP_REMOVENOPRINTABLECHARACTERS,SNMP_RemoveNoPrintableCharacters,SNMP_REMOVENOPRINTABLECHARACTERS,COMMON_EXACT_VAREXP_COL_246,KNOWN_COMMON_HEADER,SNMP_RemoveNoPrintableCharacters,TRUE,FALSE
VAREXP_COL_247,247,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_247,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_247,FALSE,TRUE
VAREXP_COL_248,248,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_248,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_248,FALSE,TRUE
VAREXP_COL_249,249,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_249,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_249,FALSE,TRUE
VAREXP_COL_250,250,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_250,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_250,FALSE,TRUE
VAREXP_COL_251,251,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_251,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_251,FALSE,TRUE
VAREXP_COL_252,252,104_ReadTimeTag,104_READTIMETAG,104_ReadTimeTag,104_READTIMETAG,104_ReadTimeTag,104_READTIMETAG,104_ReadTimeTag,104_READTIMETAG,104_ReadTimeTag,104_READTIMETAG,COMMON_EXACT_VAREXP_COL_252,KNOWN_COMMON_HEADER,104_ReadTimeTag,TRUE,FALSE
VAREXP_COL_253,253,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_253,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_253,FALSE,TRUE
VAREXP_COL_254,254,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_254,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_254,FALSE,TRUE
VAREXP_COL_255,255,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_255,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_255,FALSE,TRUE
VAREXP_COL_256,256,,,,,,,,,,,EMPTY_POSITION_VAREXP_COL_256,RESERVED_CANDIDATE_UNCONFIRMED,VAREXP_COL_256,FALSE,TRUE
VAREXP_COL_257,257,OPCUA_NetworkName,OPCUA_NETWORKNAME,OPCUA_NetworkName,OPCUA_NETWORKNAME,OPCUA_NetworkName,OPCUA_NETWORKNAME,OPCUA_NetworkName,OPCUA_NETWORKNAME,OPCUA_NetworkName,OPCUA_NETWORKNAME,COMMON_EXACT_VAREXP_COL_257,KNOWN_COMMON_HEADER,OPCUA_NetworkName,TRUE,FALSE
VAREXP_COL_258,258,OPCUA_ClientName,OPCUA_CLIENTNAME,OPCUA_ClientName,OPCUA_CLIENTNAME,OPCUA_ClientName,OPCUA_CLIENTNAME,OPCUA_ClientName,OPCUA_CLIENTNAME,OPCUA_ClientName,OPCUA_CLIENTNAME,COMMON_EXACT_VAREXP_COL_258,KNOWN_COMMON_HEADER,OPCUA_ClientName,TRUE,FALSE
VAREXP_COL_259,259,OPCUA_MonitoringName,OPCUA_MONITORINGNAME,OPCUA_MonitoringName,OPCUA_MONITORINGNAME,OPCUA_MonitoringName,OPCUA_MONITORINGNAME,OPCUA_MonitoringName,OPCUA_MONITORINGNAME,OPCUA_MonitoringName,OPCUA_MONITORINGNAME,COMMON_EXACT_VAREXP_COL_259,KNOWN_COMMON_HEADER,OPCUA_MonitoringName,TRUE,FALSE
VAREXP_COL_260,260,OPCUA_Identifier,OPCUA_IDENTIFIER,OPCUA_Identifier,OPCUA_IDENTIFIER,OPCUA_Identifier,OPCUA_IDENTIFIER,OPCUA_Identifier,OPCUA_IDENTIFIER,OPCUA_Identifier,OPCUA_IDENTIFIER,COMMON_EXACT_VAREXP_COL_260,KNOWN_COMMON_HEADER,OPCUA_Identifier,TRUE,FALSE
VAREXP_COL_261,261,OPCUA_IdentifierType,OPCUA_IDENTIFIERTYPE,OPCUA_IdentifierType,OPCUA_IDENTIFIERTYPE,OPCUA_IdentifierType,OPCUA_IDENTIFIERTYPE,OPCUA_IdentifierType,OPCUA_IDENTIFIERTYPE,OPCUA_IdentifierType,OPCUA_IDENTIFIERTYPE,COMMON_EXACT_VAREXP_COL_261,KNOWN_COMMON_HEADER,OPCUA_IdentifierType,TRUE,FALSE
VAREXP_COL_262,262,OPCUA_NamespaceIndex,OPCUA_NAMESPACEINDEX,OPCUA_NamespaceIndex,OPCUA_NAMESPACEINDEX,OPCUA_NamespaceIndex,OPCUA_NAMESPACEINDEX,OPCUA_NamespaceIndex,OPCUA_NAMESPACEINDEX,OPCUA_NamespaceIndex,OPCUA_NAMESPACEINDEX,COMMON_EXACT_VAREXP_COL_262,KNOWN_COMMON_HEADER,OPCUA_NamespaceIndex,TRUE,FALSE
