PositionalColumnId,Position,CandidateCanonicalName,SchemaVariantStatus,AcquisitionClassification,ClassificationReason,VariantGroup,varexp_main.csv_OriginalHeader,plc_m_varexp.csv_OriginalHeader,G03_varexp.csv_OriginalHeader,BFU_varexp.csv_OriginalHeader,E02_varexp.csv_OriginalHeader
VAREXP_COL_196,196,IEC61850_MappingType,KNOWN_COMMON_HEADER,EXCLUDED_SENSITIVE,"Communication, address, endpoint, source-system, station, or control-expression metadata excluded from initial Pilot",COMMON_EXACT_VAREXP_COL_196,IEC61850_MappingType,IEC61850_MappingType,IEC61850_MappingType,IEC61850_MappingType,IEC61850_MappingType
VAREXP_COL_197,197,IEC61850_Network,KNOWN_COMMON_HEADER,EXCLUDED_SENSITIVE,"Communication, address, endpoint, source-system, station, or control-expression metadata excluded from initial Pilot",COMMON_EXACT_VAREXP_COL_197,IEC61850_Network,IEC61850_Network,IEC61850_Network,IEC61850_Network,IEC61850_Network
VAREXP_COL_198,198,IEC61850_PhysicalDevice,KNOWN_COMMON_HEADER,EXCLUDED_SENSITIVE,"Communication, address, endpoint, source-system, station, or control-expression metadata excluded from initial Pilot",COMMON_EXACT_VAREXP_COL_198,IEC61850_PhysicalDevice,IEC61850_PhysicalDevice,IEC61850_PhysicalDevice,IEC61850_PhysicalDevice,IEC61850_PhysicalDevice
VAREXP_COL_199,199,IEC61850_DataGroup,KNOWN_COMMON_HEADER,EXCLUDED_SENSITIVE,"Communication, address, endpoint, source-system, station, or control-expression metadata excluded from initial Pilot",COMMON_EXACT_VAREXP_COL_199,IEC61850_DataGroup,IEC61850_DataGroup,IEC61850_DataGroup,IEC61850_DataGroup,IEC61850_DataGroup
VAREXP_COL_200,200,IEC61850_DataGroupMember,KNOWN_COMMON_HEADER,EXCLUDED_SENSITIVE,"Communication, address, endpoint, source-system, station, or control-expression metadata excluded from initial Pilot",COMMON_EXACT_VAREXP_COL_200,IEC61850_DataGroupMember,IEC61850_DataGroupMember,IEC61850_DataGroupMember,IEC61850_DataGroupMember,IEC61850_DataGroupMember
VAREXP_COL_201,201,IEC61850_DataGroupMemberField,KNOWN_COMMON_HEADER,EXCLUDED_SENSITIVE,"Communication, address, endpoint, source-system, station, or control-expression metadata excluded from initial Pilot",COMMON_EXACT_VAREXP_COL_201,IEC61850_DataGroupMemberField,IEC61850_DataGroupMemberField,IEC61850_DataGroupMemberField,IEC61850_DataGroupMemberField,IEC61850_DataGroupMemberField
VAREXP_COL_202,202,VAREXP_COL_202,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_202,,,,,
VAREXP_COL_203,203,IEC61850_CommonDataClass,KNOWN_COMMON_HEADER,EXCLUDED_SENSITIVE,"Communication, address, endpoint, source-system, station, or control-expression metadata excluded from initial Pilot",COMMON_EXACT_VAREXP_COL_203,IEC61850_CommonDataClass,IEC61850_CommonDataClass,IEC61850_CommonDataClass,IEC61850_CommonDataClass,IEC61850_CommonDataClass
VAREXP_COL_204,204,IEC61850_ControlModel,KNOWN_COMMON_HEADER,EXCLUDED_SENSITIVE,"Communication, address, endpoint, source-system, station, or control-expression metadata excluded from initial Pilot",COMMON_EXACT_VAREXP_COL_204,IEC61850_ControlModel,IEC61850_ControlModel,IEC61850_ControlModel,IEC61850_ControlModel,IEC61850_ControlModel
VAREXP_COL_205,205,IEC61850_NotUseTimeStamp,KNOWN_COMMON_HEADER,EXCLUDED_SENSITIVE,"Communication, address, endpoint, source-system, station, or control-expression metadata excluded from initial Pilot",COMMON_EXACT_VAREXP_COL_205,IEC61850_NotUseTimeStamp,IEC61850_NotUseTimeStamp,IEC61850_NotUseTimeStamp,IEC61850_NotUseTimeStamp,IEC61850_NotUseTimeStamp
VAREXP_COL_206,206,IEC61850_NotUseQuality,KNOWN_COMMON_HEADER,EXCLUDED_SENSITIVE,"Communication, address, endpoint, source-system, station, or control-expression metadata excluded from initial Pilot",COMMON_EXACT_VAREXP_COL_206,IEC61850_NotUseQuality,IEC61850_NotUseQuality,IEC61850_NotUseQuality,IEC61850_NotUseQuality,IEC61850_NotUseQuality
VAREXP_COL_207,207,VAREXP_COL_207,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_207,,,,,
VAREXP_COL_208,208,VAREXP_COL_208,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_208,,,,,
VAREXP_COL_209,209,VAREXP_COL_209,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_209,,,,,
VAREXP_COL_210,210,BACnet_EDEFileName,KNOWN_COMMON_HEADER,EXCLUDED_SENSITIVE,"Communication, address, endpoint, source-system, station, or control-expression metadata excluded from initial Pilot",COMMON_EXACT_VAREXP_COL_210,BACnet_EDEFileName,BACnet_EDEFileName,BACnet_EDEFileName,BACnet_EDEFileName,BACnet_EDEFileName
VAREXP_COL_211,211,BACnet_EDEKeyname,KNOWN_COMMON_HEADER,EXCLUDED_SENSITIVE,"Communication, address, endpoint, source-system, station, or control-expression metadata excluded from initial Pilot",COMMON_EXACT_VAREXP_COL_211,BACnet_EDEKeyname,BACnet_EDEKeyname,BACnet_EDEKeyname,BACnet_EDEKeyname,BACnet_EDEKeyname
VAREXP_COL_212,212,104_Signed,KNOWN_COMMON_HEADER,EXCLUDED_SENSITIVE,"Communication, address, endpoint, source-system, station, or control-expression metadata excluded from initial Pilot",COMMON_EXACT_VAREXP_COL_212,104_Signed,104_Signed,104_Signed,104_Signed,104_Signed
VAREXP_COL_213,213,VAREXP_COL_213,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_213,,,,,
VAREXP_COL_214,214,VAREXP_COL_214,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_214,,,,,
VAREXP_COL_215,215,VAREXP_COL_215,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_215,,,,,
VAREXP_COL_216,216,VAREXP_COL_216,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_216,,,,,
VAREXP_COL_217,217,VAREXP_COL_217,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_217,,,,,
VAREXP_COL_218,218,VAREXP_COL_218,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_218,,,,,
VAREXP_COL_219,219,VAREXP_COL_219,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_219,,,,,
VAREXP_COL_220,220,VAREXP_COL_220,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_220,,,,,
VAREXP_COL_221,221,VAREXP_COL_221,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_221,,,,,
VAREXP_COL_222,222,VAREXP_COL_222,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_222,,,,,
VAREXP_COL_223,223,VAREXP_COL_223,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_223,,,,,
VAREXP_COL_224,224,BACnet_VarType,KNOWN_COMMON_HEADER,EXCLUDED_SENSITIVE,"Communication, address, endpoint, source-system, station, or control-expression metadata excluded from initial Pilot",COMMON_EXACT_VAREXP_COL_224,BACnet_VarType,BACnet_VarType,BACnet_VarType,BACnet_VarType,BACnet_VarType
VAREXP_COL_225,225,BACnet_AlarmType,KNOWN_COMMON_HEADER,EXCLUDED_SENSITIVE,"Communication, address, endpoint, source-system, station, or control-expression metadata excluded from initial Pilot",COMMON_EXACT_VAREXP_COL_225,BACnet_AlarmType,BACnet_AlarmType,BACnet_AlarmType,BACnet_AlarmType,BACnet_AlarmType
VAREXP_COL_226,226,VAREXP_COL_226,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_226,,,,,
VAREXP_COL_227,227,VAREXP_COL_227,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_227,,,,,
VAREXP_COL_228,228,VAREXP_COL_228,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_228,,,,,
VAREXP_COL_229,229,VAREXP_COL_229,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_229,,,,,
VAREXP_COL_230,230,VAREXP_COL_230,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_230,,,,,
VAREXP_COL_231,231,VAREXP_COL_231,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_231,,,,,
VAREXP_COL_232,232,VAREXP_COL_232,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_232,,,,,
VAREXP_COL_233,233,VAREXP_COL_233,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_233,,,,,
VAREXP_COL_234,234,VAREXP_COL_234,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_234,,,,,
VAREXP_COL_235,235,VAREXP_COL_235,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_235,,,,,
VAREXP_COL_236,236,SNMP_NetworkName,KNOWN_COMMON_HEADER,EXCLUDED_SENSITIVE,"Communication, address, endpoint, source-system, station, or control-expression metadata excluded from initial Pilot",COMMON_EXACT_VAREXP_COL_236,SNMP_NetworkName,SNMP_NetworkName,SNMP_NetworkName,SNMP_NetworkName,SNMP_NetworkName
VAREXP_COL_237,237,SNMP_DeviceName,KNOWN_COMMON_HEADER,EXCLUDED_SENSITIVE,"Communication, address, endpoint, source-system, station, or control-expression metadata excluded from initial Pilot",COMMON_EXACT_VAREXP_COL_237,SNMP_DeviceName,SNMP_DeviceName,SNMP_DeviceName,SNMP_DeviceName,SNMP_DeviceName
VAREXP_COL_238,238,SNMP_ScanGroupName,KNOWN_COMMON_HEADER,EXCLUDED_SENSITIVE,"Communication, address, endpoint, source-system, station, or control-expression metadata excluded from initial Pilot",COMMON_EXACT_VAREXP_COL_238,SNMP_ScanGroupName,SNMP_ScanGroupName,SNMP_ScanGroupName,SNMP_ScanGroupName,SNMP_ScanGroupName
VAREXP_COL_239,239,SNMP_DataType,KNOWN_COMMON_HEADER,EXCLUDED_SENSITIVE,"Communication, address, endpoint, source-system, station, or control-expression metadata excluded from initial Pilot",COMMON_EXACT_VAREXP_COL_239,SNMP_DataType,SNMP_DataType,SNMP_DataType,SNMP_DataType,SNMP_DataType
VAREXP_COL_240,240,SNMP_OID,KNOWN_COMMON_HEADER,EXCLUDED_SENSITIVE,"Communication, address, endpoint, source-system, station, or control-expression metadata excluded from initial Pilot",COMMON_EXACT_VAREXP_COL_240,SNMP_OID,SNMP_OID,SNMP_OID,SNMP_OID,SNMP_OID
VAREXP_COL_241,241,SNMP_DisableReading,KNOWN_COMMON_HEADER,EXCLUDED_SENSITIVE,"Communication, address, endpoint, source-system, station, or control-expression metadata excluded from initial Pilot",COMMON_EXACT_VAREXP_COL_241,SNMP_DisableReading,SNMP_DisableReading,SNMP_DisableReading,SNMP_DisableReading,SNMP_DisableReading
VAREXP_COL_242,242,SNMP_WithInitialValue,CASE_ONLY_VARIANT,EXCLUDED_SENSITIVE,"Communication, address, endpoint, source-system, station, or control-expression metadata excluded from initial Pilot",CASE_ALIAS_VAREXP_COL_242,SNMP_WithInitialValue,SNMP_WithInitialvalue,SNMP_WithInitialValue,SNMP_WithInitialValue,SNMP_WithInitialvalue
VAREXP_COL_243,243,SNMP_InitialValue,CASE_ONLY_VARIANT,EXCLUDED_SENSITIVE,"Communication, address, endpoint, source-system, station, or control-expression metadata excluded from initial Pilot",CASE_ALIAS_VAREXP_COL_243,SNMP_InitialValue,SNMP_Initialvalue,SNMP_InitialValue,SNMP_InitialValue,SNMP_Initialvalue
VAREXP_COL_244,244,SNMP_Offset,KNOWN_COMMON_HEADER,EXCLUDED_SENSITIVE,"Communication, address, endpoint, source-system, station, or control-expression metadata excluded from initial Pilot",COMMON_EXACT_VAREXP_COL_244,SNMP_Offset,SNMP_Offset,SNMP_Offset,SNMP_Offset,SNMP_Offset
VAREXP_COL_245,245,SNMP_ExtractionField,KNOWN_COMMON_HEADER,EXCLUDED_SENSITIVE,"Communication, address, endpoint, source-system, station, or control-expression metadata excluded from initial Pilot",COMMON_EXACT_VAREXP_COL_245,SNMP_ExtractionField,SNMP_ExtractionField,SNMP_ExtractionField,SNMP_ExtractionField,SNMP_ExtractionField
VAREXP_COL_246,246,SNMP_RemoveNoPrintableCharacters,KNOWN_COMMON_HEADER,EXCLUDED_SENSITIVE,"Communication, address, endpoint, source-system, station, or control-expression metadata excluded from initial Pilot",COMMON_EXACT_VAREXP_COL_246,SNMP_RemoveNoPrintableCharacters,SNMP_RemoveNoPrintableCharacters,SNMP_RemoveNoPrintableCharacters,SNMP_RemoveNoPrintableCharacters,SNMP_RemoveNoPrintableCharacters
VAREXP_COL_247,247,VAREXP_COL_247,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_247,,,,,
VAREXP_COL_248,248,VAREXP_COL_248,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_248,,,,,
VAREXP_COL_249,249,VAREXP_COL_249,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_249,,,,,
VAREXP_COL_250,250,VAREXP_COL_250,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_250,,,,,
VAREXP_COL_251,251,VAREXP_COL_251,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_251,,,,,
VAREXP_COL_252,252,104_ReadTimeTag,KNOWN_COMMON_HEADER,EXCLUDED_SENSITIVE,"Communication, address, endpoint, source-system, station, or control-expression metadata excluded from initial Pilot",COMMON_EXACT_VAREXP_COL_252,104_ReadTimeTag,104_ReadTimeTag,104_ReadTimeTag,104_ReadTimeTag,104_ReadTimeTag
VAREXP_COL_253,253,VAREXP_COL_253,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_253,,,,,
VAREXP_COL_254,254,VAREXP_COL_254,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_254,,,,,
VAREXP_COL_255,255,VAREXP_COL_255,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_255,,,,,
VAREXP_COL_256,256,VAREXP_COL_256,RESERVED_CANDIDATE_UNCONFIRMED,EXCLUDED_SCHEMA_UNCERTAIN,Empty positional field; reserved status unconfirmed,EMPTY_POSITION_VAREXP_COL_256,,,,,
VAREXP_COL_257,257,OPCUA_NetworkName,KNOWN_COMMON_HEADER,EXCLUDED_SENSITIVE,"Communication, address, endpoint, source-system, station, or control-expression metadata excluded from initial Pilot",COMMON_EXACT_VAREXP_COL_257,OPCUA_NetworkName,OPCUA_NetworkName,OPCUA_NetworkName,OPCUA_NetworkName,OPCUA_NetworkName
VAREXP_COL_258,258,OPCUA_ClientName,KNOWN_COMMON_HEADER,EXCLUDED_SENSITIVE,"Communication, address, endpoint, source-system, station, or control-expression metadata excluded from initial Pilot",COMMON_EXACT_VAREXP_COL_258,OPCUA_ClientName,OPCUA_ClientName,OPCUA_ClientName,OPCUA_ClientName,OPCUA_ClientName
VAREXP_COL_259,259,OPCUA_MonitoringName,KNOWN_COMMON_HEADER,EXCLUDED_SENSITIVE,"Communication, address, endpoint, source-system, station, or control-expression metadata excluded from initial Pilot",COMMON_EXACT_VAREXP_COL_259,OPCUA_MonitoringName,OPCUA_MonitoringName,OPCUA_MonitoringName,OPCUA_MonitoringName,OPCUA_MonitoringName
VAREXP_COL_260,260,OPCUA_Identifier,KNOWN_COMMON_HEADER,EXCLUDED_SENSITIVE,"Communication, address, endpoint, source-system, station, or control-expression metadata excluded from initial Pilot",COMMON_EXACT_VAREXP_COL_260,OPCUA_Identifier,OPCUA_Identifier,OPCUA_Identifier,OPCUA_Identifier,OPCUA_Identifier
VAREXP_COL_261,261,OPCUA_IdentifierType,KNOWN_COMMON_HEADER,EXCLUDED_SENSITIVE,"Communication, address, endpoint, source-system, station, or control-expression metadata excluded from initial Pilot",COMMON_EXACT_VAREXP_COL_261,OPCUA_IdentifierType,OPCUA_IdentifierType,OPCUA_IdentifierType,OPCUA_IdentifierType,OPCUA_IdentifierType
VAREXP_COL_262,262,OPCUA_NamespaceIndex,KNOWN_COMMON_HEADER,EXCLUDED_SENSITIVE,"Communication, address, endpoint, source-system, station, or control-expression metadata excluded from initial Pilot",COMMON_EXACT_VAREXP_COL_262,OPCUA_NamespaceIndex,OPCUA_NamespaceIndex,OPCUA_NamespaceIndex,OPCUA_NamespaceIndex,OPCUA_NamespaceIndex
